row_index,question_group,option,probs,confidence,true_class,accuracy,dataset,confidence_mean,accuracy_mean
0,28,Audi,0.5093804988289773,0.5093804988289773,BMW,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,28,BMW,0.09159332356768236,0.5093804988289773,BMW,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,28,Chevrolet,0.09180373105123922,0.5093804988289773,BMW,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,28,Dodge,0.09169919053611414,0.5093804988289773,BMW,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,28,Ford,0.21552325601598707,0.5093804988289773,BMW,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,31,Audi,0.09178126990272838,0.5090826519479399,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,31,BMW,0.09168775335995527,0.5090826519479399,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,31,Chevrolet,0.5090826519479399,0.5090826519479399,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,31,Dodge,0.09157700583003013,0.5090826519479399,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,31,Ford,0.21587131895934647,0.5090826519479399,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,46,Audi,0.09182450103062993,0.5096683618141019,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,46,BMW,0.09165543812378141,0.5096683618141019,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,46,Chevrolet,0.0916862892108703,0.5096683618141019,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,46,Dodge,0.5096683618141019,0.5096683618141019,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,46,Ford,0.21516540982061635,0.5096683618141019,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,49,Audi,0.09165487876002962,0.5093553417925114,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,49,BMW,0.09158052972032767,0.5093553417925114,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,49,Chevrolet,0.0915285255906258,0.5093553417925114,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,49,Dodge,0.5093553417925114,0.5093553417925114,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,49,Ford,0.21588072413650555,0.5093553417925114,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,51,Audi,0.091780249871287,0.5089288586724866,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,51,BMW,0.09149404175987304,0.5089288586724866,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,51,Chevrolet,0.09149995414232884,0.5089288586724866,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,51,Dodge,0.5089288586724866,0.5089288586724866,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,51,Ford,0.21629689555402448,0.5089288586724866,Dodge,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,67,Audi,0.09158078328642955,0.5097946787227432,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,67,BMW,0.09178889675540691,0.5097946787227432,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,67,Chevrolet,0.5097946787227432,0.5097946787227432,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,67,Dodge,0.09183247718736952,0.5097946787227432,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,67,Ford,0.21500316404805075,0.5097946787227432,Chevrolet,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,69,Audi,0.09185040397556311,0.5096272448203982,Audi,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,69,BMW,0.09153435024695815,0.5096272448203982,Audi,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,69,Chevrolet,0.09155247140718457,0.5096272448203982,Audi,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,69,Dodge,0.5096272448203982,0.5096272448203982,Audi,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,69,Ford,0.21543552954989595,0.5096272448203982,Audi,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,70,Audi,0.09157125208618781,0.5098081859638914,Dodge,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,70,BMW,0.09190745591070743,0.5098081859638914,Dodge,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,70,Chevrolet,0.5098081859638914,0.5098081859638914,Dodge,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,70,Dodge,0.09168058945084223,0.5098081859638914,Dodge,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,70,Ford,0.21503251658837108,0.5098081859638914,Dodge,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,72,Audi,0.5088079928074617,0.5088079928074617,Chevrolet,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,72,BMW,0.09153691325733751,0.5088079928074617,Chevrolet,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,72,Chevrolet,0.09141745095244252,0.5088079928074617,Chevrolet,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,72,Dodge,0.09166620600376957,0.5088079928074617,Chevrolet,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,72,Ford,0.21657143697898862,0.5088079928074617,Chevrolet,0.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,78,Audi,0.091518044565276,0.5092131144765116,BMW,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,78,BMW,0.5092131144765116,0.5092131144765116,BMW,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,78,Chevrolet,0.09170874578623639,0.5092131144765116,BMW,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,78,Dodge,0.09159105479278645,0.5092131144765116,BMW,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
0,78,Ford,0.21596904037918943,0.5092131144765116,BMW,1.0,stanford_cars,0.5093552303278971,0.6123595505617978
1,28,Audi,0.12175026580502289,0.41112821613446493,BMW,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,28,BMW,0.41112821613446493,0.41112821613446493,BMW,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,28,Chevrolet,0.12171536428311412,0.41112821613446493,BMW,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,28,Dodge,0.12159695128822011,0.41112821613446493,BMW,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,28,Ford,0.2238092024891779,0.41112821613446493,BMW,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,32,Audi,0.12192810792838481,0.4106157176326216,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,32,BMW,0.12190723128746783,0.4106157176326216,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,32,Chevrolet,0.12159174182615483,0.4106157176326216,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,32,Dodge,0.4106157176326216,0.4106157176326216,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,32,Ford,0.22395720132537084,0.4106157176326216,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,40,Audi,0.12172166490290298,0.4117374590799037,Chevrolet,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,40,BMW,0.12203504232950871,0.4117374590799037,Chevrolet,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,40,Chevrolet,0.4117374590799037,0.4117374590799037,Chevrolet,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,40,Dodge,0.12171073624155565,0.4117374590799037,Chevrolet,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,40,Ford,0.2227950974461288,0.4117374590799037,Chevrolet,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,47,Audi,0.12172488569002364,0.41043811672863423,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,47,BMW,0.12171126797373756,0.41043811672863423,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,47,Chevrolet,0.41043811672863423,0.41043811672863423,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,47,Dodge,0.12185613338909179,0.41043811672863423,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,47,Ford,0.22426959621851283,0.41043811672863423,Audi,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,48,Audi,0.12186118359551032,0.411329364641924,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,48,BMW,0.12217016193492278,0.411329364641924,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,48,Chevrolet,0.12195611207368579,0.411329364641924,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,48,Dodge,0.411329364641924,0.411329364641924,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,48,Ford,0.2226831777539572,0.411329364641924,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,54,Audi,0.1221169951057508,0.4113283759557252,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,54,BMW,0.121828410979401,0.4113283759557252,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,54,Chevrolet,0.12210626323171273,0.4113283759557252,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,54,Dodge,0.4113283759557252,0.4113283759557252,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,54,Ford,0.22261995472741028,0.4113283759557252,BMW,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,64,Audi,0.12182428430872984,0.4106806553027516,Ford,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,64,BMW,0.12192140300135866,0.4106806553027516,Ford,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,64,Chevrolet,0.4106806553027516,0.4106806553027516,Ford,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,64,Dodge,0.12155159158048824,0.4106806553027516,Ford,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,64,Ford,0.22402206580667158,0.4106806553027516,Ford,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,70,Audi,0.12149748912524402,0.4106738281332059,Dodge,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,70,BMW,0.12196011445659488,0.4106738281332059,Dodge,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,70,Chevrolet,0.12150874943567888,0.4106738281332059,Dodge,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,70,Dodge,0.2243598188492763,0.4106738281332059,Dodge,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,70,Ford,0.4106738281332059,0.4106738281332059,Dodge,0.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,74,Audi,0.12210809831823811,0.41105159586336615,Ford,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,74,BMW,0.12153738308023328,0.41105159586336615,Ford,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,74,Chevrolet,0.121751079836512,0.41105159586336615,Ford,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,74,Dodge,0.22355184290165045,0.41105159586336615,Ford,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,74,Ford,0.41105159586336615,0.41105159586336615,Ford,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,75,Audi,0.12156513996093612,0.4111257739510073,Dodge,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,75,BMW,0.12178291279242834,0.4111257739510073,Dodge,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,75,Chevrolet,0.12157338991005355,0.4111257739510073,Dodge,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,75,Dodge,0.4111257739510073,0.4111257739510073,Dodge,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
1,75,Ford,0.22395278338557478,0.4111257739510073,Dodge,1.0,stanford_cars,0.41104849975528746,0.41935483870967744
2,15,Audi,0.14621483736322127,0.3391848795995651,Chevrolet,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,15,BMW,0.3391848795995651,0.3391848795995651,Chevrolet,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,15,Chevrolet,0.14629062608444893,0.3391848795995651,Chevrolet,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,15,Dodge,0.1463325052074625,0.3391848795995651,Chevrolet,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,15,Ford,0.22197715174530197,0.3391848795995651,Chevrolet,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,24,Audi,0.14613272929086113,0.33921402415858964,Audi,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,24,BMW,0.14644333109156807,0.33921402415858964,Audi,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,24,Chevrolet,0.33921402415858964,0.33921402415858964,Audi,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,24,Dodge,0.1463950162286787,0.33921402415858964,Audi,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
2,24,Ford,0.22181489923030237,0.33921402415858964,Audi,0.0,stanford_cars,0.3390170004490196,0.3157894736842105
